epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.78886646,0.5821806026151485,0.8821767568588257,0.3413034478128998
1,0.883617,0.3084113844574993,0.8637044429779053,0.356545544844595
2,0.9058264,0.24744839191367998,0.8891662359237671,0.32228892609380333
3,0.92601675,0.18471386751043442,0.8811782598495483,0.367443137090324
4,0.9376983,0.16432399763681374,0.8721917271614075,0.4280027588508573
5,0.9417364,0.14836763284556764,0.8776834607124329,0.45861093127840585
6,0.9522642,0.12475532497474637,0.8766849637031555,0.6039916892171918
7,0.95716757,0.10062998410970841,0.8916624784469604,0.49980952245142835
8,0.9547159,0.11150818550435411,0.8851722478866577,0.5029449661653368
9,0.95687914,0.11136292535215316,0.8637044429779053,0.4593682600091352
10,0.9617825,0.09385369039850618,0.8676984310150146,0.7640988250345334
11,0.9649553,0.08783678335675184,0.8851722478866577,0.5408906293730705
12,0.96466684,0.0882216112794022,0.8442336320877075,0.9353501550649598
13,0.9588982,0.10370706610289196,0.8607089519500732,0.6324841184611327
14,0.9685607,0.07585470474351715,0.8662006855010986,0.642684348176791
