epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6661379,0.866344026832234,0.8292561173439026,0.5224305711950711
1,0.8366023,0.427556865938053,0.8986520171165466,0.3207937326213448
2,0.8531872,0.3925627401420422,0.8916624784469604,0.38625242370280755
3,0.870349,0.333207120826102,0.8766849637031555,0.3341731807022647
4,0.8791462,0.29254916205439196,0.8876684904098511,0.32299954187137986
5,0.894289,0.25877115441814497,0.8911632299423218,0.3502151671642669
6,0.9088549,0.21971134725181246,0.8971542716026306,0.33791423934924264
7,0.9307759,0.1686243033560408,0.90114825963974,0.3338366295403977
8,0.94159216,0.1423219001489601,0.9126310348510742,0.31196934085746614
9,0.94909143,0.12233460832302323,0.9061408042907715,0.36641428820487565
10,0.9499567,0.11810745078267679,0.8991512656211853,0.4052278172713902
11,0.9558696,0.10962936751176997,0.9166250824928284,0.322412289273602
12,0.9563023,0.10429295627139713,0.9056415557861328,0.44003383490581044
13,0.95947504,0.09546999037394717,0.9076385498046875,0.3772117856425464
14,0.96423423,0.08879003864193225,0.9046430587768555,0.3434737881336824
