epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.36501297,1.7042971187205902,0.4722915589809418,1.3317531441309067
1,0.44433227,1.3913742115424008,0.44682976603507996,1.287012047786684
2,0.46322468,1.344534201824187,0.5012481212615967,1.234890220228339
3,0.49004903,1.2676153871694695,0.5257114171981812,1.199960367892661
4,0.5349005,1.17507627913269,0.5776335597038269,1.0842580607219512
5,0.57052207,1.10458851207874,0.5826260447502136,1.062612787819004
6,0.58407843,1.0602795984375741,0.6050923466682434,1.0205992356694107
7,0.5997981,1.0267829408142248,0.6345481872558594,0.948567678079686
8,0.61739254,0.9845007588892943,0.6195706725120544,1.008260387334
9,0.62662244,0.9654285217142944,0.6315526962280273,0.9288535749561121
10,0.6331122,0.919405038827154,0.6585122346878052,0.8634889701932773
11,0.6375829,0.8909633396543135,0.6814777851104736,0.8047416874961263
12,0.65387946,0.8467821596093091,0.7004493474960327,0.7683543895877604
13,0.65315837,0.8297171080734808,0.6684972643852234,0.8205260412727543
14,0.6638304,0.813982389039941,0.667498767375946,0.8178378698888923
