epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.8725123,0.34520177685427056,0.932101845741272,0.19690420178773696
1,0.9392847,0.14350174273301655,0.932101845741272,0.235096525497357
2,0.9529853,0.10967914259181025,0.9161258339881897,0.2530427726158671
3,0.9591866,0.08929522891797798,0.9096355438232422,0.323777697683786
4,0.971445,0.07068833512263999,0.9345980882644653,0.30742315784327506
5,0.96163833,0.09293990072082134,0.9111332893371582,0.28686396188649516
6,0.97043556,0.07397582619716925,0.9046430587768555,0.39910546073485575
7,0.9725988,0.06548338422279365,0.9126310348510742,0.40915163205478905
8,0.97389674,0.06218177250986433,0.9261108040809631,0.2993215510148946
9,0.9803865,0.04582279566829212,0.9031452536582947,0.4287406411755283
10,0.9829824,0.04364177741642605,0.9276086091995239,0.4291016976183299
11,0.9854341,0.03553428540942706,0.9316025972366333,0.36877384905323185
12,0.9874531,0.03206970575632931,0.9261108040809631,0.4566119588423913
13,0.98831844,0.028459702648674003,0.9236145615577698,0.4213057231281437
14,0.9904817,0.026469893284467524,0.917124330997467,0.542802736285811
