epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.50475913,1.4252601807111274,0.6275586485862732,0.9558144331692578
1,0.6134987,0.9544363301048576,0.6669995188713074,0.7995703392366856
2,0.651572,0.854629018772979,0.7124313712120056,0.7359997752423413
3,0.67118543,0.7954677014313757,0.716425359249115,0.7022983910617266
4,0.684165,0.7575429707189647,0.7269096374511719,0.6571811845287108
5,0.70248055,0.7006775074057391,0.7438841462135315,0.6295869504578162
6,0.72324777,0.632220022270753,0.7708437442779541,0.5752576140243294
7,0.7894433,0.5149092859241231,0.8956565260887146,0.349333647424676
8,0.8037208,0.4785350938334326,0.8272591233253479,0.47472419172778346
9,0.8691953,0.33712861797188626,0.9141287803649902,0.2506510017963272
10,0.8925584,0.2779997623350148,0.902646005153656,0.2691450826061171
11,0.9000577,0.24866723676459535,0.9196205735206604,0.23968805801969614
12,0.9051053,0.23179636159624323,0.9246130585670471,0.20842643279286546
13,0.91750795,0.21005401731758047,0.9266101121902466,0.23838376402259764
14,0.9131814,0.21312894466925947,0.9256115555763245,0.24071633108648371
