epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.23781367,1.9625311484418,0.4378432333469391,1.6098335713549845
1,0.5488895,1.2391804465478733,0.6155766248703003,0.9865811025864234
2,0.64436114,0.9166969839523256,0.7069395780563354,0.7991402452431259
3,0.70248055,0.765210846847851,0.6580129861831665,0.857419685667536
4,0.72483414,0.6938997663198646,0.7573639750480652,0.7116943572797123
5,0.74358237,0.6455401382289498,0.7758362293243408,0.6830662703639081
6,0.7542544,0.6153061553075123,0.7249126434326172,0.7353758180195012
7,0.7618979,0.5969850565364596,0.7728407382965088,0.6690387689079336
8,0.77156043,0.5782821777921126,0.7373939156532288,0.6214257555191242
9,0.7509374,0.6486760832440245,0.7758362293243408,0.6345555894207014
10,0.7846842,0.5612133553212405,0.7878182530403137,0.5625794919740541
11,0.795212,0.5216522890293258,0.7718422412872314,0.5403746748589541
12,0.8139602,0.48597776642236307,0.7783324718475342,0.5700138866812124
13,0.8090568,0.4877849378708222,0.818272590637207,0.5256153385280908
14,0.8201615,0.46870691011403803,0.8102845549583435,0.5256633885015087
