epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.8113643,0.587293809743446,0.18721917271614075,3.7395763909048996
1,0.9046726,0.26206689994789734,0.7019470930099487,0.8072212344696685
2,0.9154889,0.2131878193118643,0.9111332893371582,0.28046229370105763
3,0.92875683,0.181255817656167,0.8976535201072693,0.26062571436642884
4,0.9283242,0.16644205967459172,0.9375936388969421,0.195097269197434
5,0.9366888,0.1509462433241529,0.9101347923278809,0.29547225840062397
6,0.9361119,0.14948943893865443,0.9221168160438538,0.25864380376140994
7,0.9362561,0.14194044334110692,0.9231153130531311,0.21428332001127068
8,0.94231325,0.13391395256606653,0.9046430587768555,0.23871606003253149
9,0.9462071,0.12552991683936304,0.9116325378417969,0.27933008574273416
10,0.9479377,0.12218505507729946,0.9201198220252991,0.20897642922837845
11,0.94822615,0.1241643786030645,0.9355965852737427,0.21012076928186255
12,0.94606286,0.12136424236367063,0.9251123070716858,0.25916152855874697
13,0.9503894,0.11938184880758178,0.902646005153656,0.29702854891601976
14,0.9513989,0.1130193380017359,0.9056415557861328,0.2915062396273322
