epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.8198731,0.5119984475291356,0.8991512656211853,0.3446177094058876
1,0.9000577,0.2663134100468454,0.8926610350608826,0.30833574015455606
2,0.91491205,0.2093824100169456,0.8891662359237671,0.2955306161509355
3,0.93394864,0.15640376124424654,0.9061408042907715,0.3447714185735552
4,0.94505334,0.13245163997944165,0.8851722478866577,0.4331855780704954
5,0.94865876,0.12577323619848993,0.883175253868103,0.4256893823865319
6,0.94649553,0.1331885622253946,0.8617074489593506,0.5027216120445901
7,0.9588982,0.09256824167869192,0.8891662359237671,0.41828495150090705
8,0.9532737,0.11141686520574413,0.9086370468139648,0.3993336771444208
9,0.96538794,0.08173363705071397,0.8751872181892395,0.4382537549921403
10,0.96380156,0.08710924439069892,0.8986520171165466,0.5276861136792673
11,0.9591866,0.09469837206731466,0.8976535201072693,0.4994744279738506
12,0.9622152,0.09656718325375961,0.8746879696846008,0.7196499205938821
13,0.9626478,0.0954038035347499,0.8926610350608826,0.3731393736195009
14,0.9666859,0.0746588605854425,0.881677508354187,0.4895403144393188
