epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.41938275,1.5245925133050193,0.47778332233428955,1.249509263800432
1,0.47980964,1.249526114432173,0.5087369084358215,1.1525781595641473
2,0.51831555,1.166282693969093,0.5561657547950745,1.1008347628774848
3,0.54312086,1.1108018439752003,0.6055915951728821,1.00501131916189
4,0.5855206,1.0471189306763637,0.635047435760498,0.9535391459867351
5,0.61883473,0.9769168258366614,0.648527204990387,0.8805314666083379
6,0.63210267,0.9187063498458499,0.6625062227249146,0.835288702102524
7,0.6560427,0.856043083715205,0.6749874949455261,0.7766231365103872
8,0.6756562,0.8173910171386657,0.6874687671661377,0.8088151419454376
9,0.6845976,0.7866996364081872,0.7039440870285034,0.7771213957505171
10,0.6971445,0.7586961941482493,0.7089365720748901,0.7654410442946497
11,0.7011826,0.7455415399232033,0.7294058799743652,0.7484072308747458
12,0.704788,0.725137933895297,0.7254118919372559,0.7477894261427301
13,0.71401787,0.7119602912143496,0.7059410810470581,0.7649039443706906
14,0.71776754,0.6931054952132932,0.7144283652305603,0.7362419432303456
