epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.45529276,1.468795030544084,0.5416874885559082,1.1523922202114576
1,0.5621575,1.1079976184931344,0.6220669150352478,0.9454786842368093
2,0.6166715,0.9681137788182279,0.6669995188713074,0.8653074263097998
3,0.6432074,0.8963398249513105,0.6974537968635559,0.8053847112717536
4,0.6571964,0.8477706695311277,0.7024463415145874,0.7446131880022678
5,0.6756562,0.7850975845194977,0.7114328742027283,0.7235243755522455
6,0.69671184,0.7515339941207566,0.7294058799743652,0.7024692274961124
7,0.6988751,0.7162729567741501,0.7299051284790039,0.6721533595831228
8,0.7202192,0.6871351601412498,0.714927613735199,0.6955841845770925
9,0.7256994,0.6712987521023444,0.7348976731300354,0.6865531511444838
10,0.7334872,0.6488502230876662,0.7264103889465332,0.6520979453847221
11,0.74185175,0.6382039593608434,0.7423864006996155,0.6647306365843005
12,0.7388232,0.6263564451561904,0.7383924126625061,0.6565081796465192
13,0.7412749,0.6174434534936739,0.7463804483413696,0.7000551399325229
14,0.7528122,0.6014781575966954,0.7398901581764221,0.6639036499019628
