epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.81367177,0.5458950904163875,0.8562156558036804,0.362735085144706
1,0.89039516,0.2828160282691824,0.8951572775840759,0.3028637751698851
2,0.90827805,0.2213056966047793,0.8771842122077942,0.33015869811913756
3,0.9211134,0.18633789899870473,0.9176235795021057,0.27029379486063093
4,0.92933375,0.15924085502386232,0.8951572775840759,0.26819908039303075
5,0.93452555,0.15514303111818567,0.8966550230979919,0.2976881838452463
6,0.9436112,0.1327359862313994,0.9101347923278809,0.31753859576721283
7,0.9469282,0.11681037973843564,0.9286071062088013,0.27072349776705906
8,0.94764924,0.11573813405540136,0.9056415557861328,0.2911632483549829
9,0.95240843,0.10934509642536096,0.90114825963974,0.3500400748335409
10,0.9477935,0.11792087073125997,0.9141287803649902,0.34665969350964343
11,0.95601386,0.10141159017589926,0.884672999382019,0.38525315828136836
12,0.95572543,0.10320121931507947,0.9106340408325195,0.29798129032037246
13,0.9588982,0.09145440088484554,0.9016475081443787,0.27594084886316056
14,0.96279204,0.09003841013730621,0.8936595320701599,0.38490018532383596
