epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.80343235,0.556116350624793,0.8647029399871826,0.3664551601371822
1,0.88448226,0.2967694751598115,0.8971542716026306,0.29229302954670794
2,0.9053937,0.2283074918297343,0.8841737508773804,0.3350897228574967
3,0.9180848,0.1915764592379495,0.9131302833557129,0.27732011646820914
4,0.92529565,0.17151611770028025,0.8891662359237671,0.3182044579827423
5,0.9291895,0.15981610459959195,0.8896654844284058,0.2756535320994233
6,0.9400058,0.1359207223029552,0.8956565260887146,0.33354674701133014
7,0.9444765,0.1299616987122594,0.9126310348510742,0.31881017744154316
8,0.94505334,0.12574190687026077,0.8886669874191284,0.3904531641188624
9,0.95240843,0.11235846303143349,0.8906639814376831,0.4094320302759983
10,0.95413905,0.1136970154969019,0.9101347923278809,0.32904790419689045
11,0.95457166,0.10277710935890133,0.8876684904098511,0.4363361901401496
12,0.9591866,0.09470485344223994,0.899650514125824,0.3882000203465478
13,0.94303435,0.13788841854870096,0.9091362953186035,0.31204516209635924
14,0.95284104,0.10786145509153235,0.9016475081443787,0.38146538315682627
