epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.8129507,0.7685688980759686,0.20069895684719086,2.1291171155806725
1,0.9077012,52.85377295212543,0.8192710876464844,0.5953342437268018
2,0.91938275,0.20544693632121727,0.8487269282341003,0.3821186157863139
3,0.93236226,0.17297400059009238,0.8676984310150146,0.3421501220388527
4,0.93380445,0.16191122841432729,0.8617074489593506,0.4233245550786413
5,0.94649553,0.13963147772211212,0.8726909756660461,0.3347350059149678
6,0.9485146,0.13524475049432705,0.8871692419052124,0.27726811050431344
7,0.9505336,0.1262595956370918,0.9091362953186035,0.25228590479551166
8,0.95312953,0.1192712243039291,0.8482276797294617,0.446169455559423
9,0.95168734,0.11209713120925725,0.8597104549407959,0.45075275684896104
10,0.9529853,0.11851606280565744,0.883175253868103,0.33908218254915967
11,0.95413905,0.11077136207476176,0.9136295318603516,0.2424486912461486
12,0.9588982,0.10551464090240356,0.5916125774383545,2.1176324353126286
13,0.9591866,0.10054223751313479,0.35297054052352905,7.290414125356345
14,0.960773,0.09433528344797786,0.616075873374939,1.863386126691722
