epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.70449954,1.278258350540521,0.800798773765564,0.5389661371105323
1,0.8267955,0.44563997857743254,0.8057913184165955,0.49953404850830035
2,0.85232186,0.36813236649661507,0.8627059459686279,0.39186437497184207
3,0.88606864,0.27403375557977044,0.8572141528129578,0.43064074079155984
4,0.8892414,0.26282130374339735,0.7863205075263977,0.5262808105422447
5,0.89645225,0.235273155645675,0.8397403955459595,0.41679391636886537
6,0.9094318,0.2083059679303143,0.8681976795196533,0.413819353817346
7,0.91231614,0.2361255597064225,0.8222665786743164,0.5531083700645583
8,0.91592157,0.19802031102572804,0.8397403955459595,0.44337594224194915
9,0.9214018,0.18735476644918697,0.8751872181892395,0.4092710323137042
10,0.92010385,0.18684024682237876,0.8701947331428528,0.46549431952874304
11,0.92818,0.1704038595530909,0.8392411470413208,0.5336919942469938
12,0.9273147,0.1678305705093258,0.8676984310150146,0.451070335749918
13,0.93048745,0.16303296916709017,0.8012980818748474,0.5556004613533773
14,0.93755406,0.14634522769029593,0.8666999340057373,0.4464921744440831
