epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6985867,1.331461188753297,0.7608587145805359,0.6475997771612121
1,0.80559564,0.47393247670834365,0.7738392353057861,0.5564679323109281
2,0.8394866,0.3816287979152658,0.8212680816650391,0.44120242319074915
3,0.8575137,0.3357741802045444,0.852221667766571,0.39831281755969516
4,0.8651572,0.32390757533876086,0.8307538628578186,0.4762381826989126
5,0.86818576,0.31420307297647465,0.8562156558036804,0.3537349659266974
6,0.876983,0.2911397702358008,0.8437343835830688,0.37912330202501654
7,0.8883761,0.2693380423734743,0.8652021884918213,0.3608998881836147
8,0.89053935,0.2666624491947819,0.8282576203346252,0.4562382148732201
9,0.89053935,0.25300354463052843,0.8572141528129578,0.4037226496847403
10,0.9019325,0.23895598977658053,0.8612082004547119,0.35915720082644637
11,0.9051053,0.22679930049007346,0.8487269282341003,0.4281799006729172
12,0.9053937,0.22725530533925373,0.8487269282341003,0.393600564753182
13,0.9065474,0.22589107255341515,0.8447328805923462,0.4396610506552193
14,0.9140467,0.20885839251162583,0.8706939816474915,0.33964386063846896
