epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.8332853,0.4612481328211499,0.9181228280067444,0.23937075233242242
1,0.8916931,0.2704845387923776,0.9031452536582947,0.27419927503487734
2,0.90827805,0.21631479977633034,0.8986520171165466,0.29913903741957365
3,0.92269975,0.18901675877668755,0.9395906329154968,0.19545253667900458
4,0.9250072,0.17910739021735195,0.9221168160438538,0.23458516906483792
5,0.92861265,0.17376837853201535,0.9046430587768555,0.2895051089417202
6,0.92933375,0.16541616725223635,0.8247628808021545,0.42040119907496515
7,0.9384194,0.14594756338862477,0.8841737508773804,0.3325910095020355
8,0.9410153,0.14602163130589924,0.9186220765113831,0.2827537713967137
9,0.9411595,0.1428053875370228,0.8931602835655212,0.32343243835614816
10,0.938852,0.1510671956025715,0.8856714963912964,0.3943841798743396
11,0.942169,0.12862124860518803,0.8921617865562439,0.3123575618459889
12,0.9466397,0.12401965316379658,0.9201198220252991,0.3558800287719786
13,0.9480819,0.12129427856444143,0.8876684904098511,0.286447982351457
14,0.9473608,0.12281907870097637,0.8811782598495483,0.4109230272669398
