epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.7471878,0.9950078002805492,0.09186220914125443,8.594296148164952
1,0.87453127,0.34210096834104414,0.07089366018772125,9.908193291632223
2,0.8994808,0.2660021126562558,0.09985022246837616,9.32686353479691
3,0.91938275,0.20510659054811387,0.1557663530111313,10.2233706740695
4,0.92976636,0.18726580798247722,0.15177233517169952,8.718268567659946
5,0.92976636,0.16478845257906258,0.16625063121318817,8.287127798995076
6,0.9332276,0.16240772232520742,0.17823265492916107,8.081886529565393
7,0.94317853,0.13382840435172935,0.15626560151576996,8.411772443958954
8,0.9505336,0.13028755888905896,0.18721917271614075,8.162397484391319
9,0.945486,0.13549324754278497,0.17473790049552917,7.821792193251851
10,0.9555812,0.10595990924789474,0.1692461371421814,7.061451571557859
11,0.9529853,0.12237816382406905,0.30354467034339905,7.286980728953109
12,0.95673496,0.10854243581030944,0.37493759393692017,6.147361169204197
13,0.95168734,0.12318176004035279,0.19970044493675232,8.078846511040934
14,0.9600519,0.10005369950392111,0.19970044493675232,8.58069922712167
