RMSE,sMAPE
239.69992318685868,10.252160330773805
59.68797764503288,37.765822942491205
129.44144853612292,27.60213382117223
378.9589798642959,98.06467466575168
1507.2284015726555,150.8818285030923
946.6728715825406,46.76652541302007
144.5091703572637,112.64123314124514
989.5341818245428,32.475019951337636
100.63428103435356,135.4137162545438
773.7731798414139,33.11912239804643
935.7701918118769,140.3889165610774
578.3943591020995,119.48225311165996
32.947770115070846,45.884341402758
1520.8806359488356,136.76802866370076
14.893349199637187,61.92328444505327
27.473204307884767,60.2513395131418
15.30350386067076,45.14233739319008
445.8494436277333,84.88914529693079
2422.154019287074,116.6800117881529
46.16435451597491,49.64259305704965
199.78140423322927,44.25518108859782
125.92492229806642,66.59420189962661
36.516358586864115,10.11332569419874
137.58622010846565,24.804833292595138
1441.124079457858,110.98350754431414
364.1233930483007,61.87072153520276
589.8339061246672,129.77535415070494
9.387046979882678,18.60188394189612
122.20003172782414,90.0653682506303
1700.770768611742,41.38971766970097
252.30021269248647,48.648423588289425
180.33998631009703,137.45143367876776
119.29258276890162,131.05917673081615
226.85587697209476,123.45123843787603
545.4056634954114,18.34864845587969
107.85717888950289,9.321015634102283
167.1807618307449,131.3160652391495
534.9245944564483,15.120626058943003
70.0866556330789,64.77608404616416
199.05497882730467,149.81631327185275
777.7900486777303,82.61545971018205
1342.8019478377428,67.61833833252223
17.974148102205003,53.105823863145076
38.46932399833509,96.41597739242437
55.906365171299676,64.37822756503908
48.71631958362132,117.26464206611632
779.4392223974576,99.6373005554394
1471.6479614156399,126.26893744142573
584.001429865544,74.87446644655961
99.73648220225536,124.34731905810074
131.69568721699116,9.484596723875319
7.880186131798352,21.733083867922424
2740.011215458981,144.9924835971142
574.0445585599391,24.847986658914472
194.80759738778156,69.59599823582501
670.7292598300653,136.8578493914735
1341.1853331801333,72.07900256165276
54.15846052305802,110.3208765340011
12.160957564636714,11.792193028269516
225.87501778525177,69.12481814794603
189.83846161283893,15.515232000863213
495.5202022240477,69.3459527579925
2387.657948835849,110.19132003148887
39.33471221726483,21.07726923816136
743.4079159278216,41.3405619800333
31.397979119468722,24.95613691020367
186.7824079986546,74.80758653230228
207.84238759387628,97.83298161323371
46.48126376627663,104.58908060943642
80.715371815243,136.4786967102129
10.274023338281628,36.49495902060059
1763.6767151480897,106.85681413102502
202.24007762605686,23.149646960690877
1840.4696486883872,103.63158284213795
422.6043592350231,59.50959348872966
1197.420839415561,136.91033515649704
2337.7877460111627,111.69604190383603
153.4508604357715,89.19805057257568
1975.9667113705243,96.82758623576711
40.07658409358891,89.44419502008421
65.5849081738816,46.40549254282934
107.05798193340381,15.298158661777004
697.2136098419949,109.49375181348631
387.49430103336147,94.90363254285393
2222.1873458348696,116.69941992660708
94.38849100044689,51.26495633608057
26.205562548284664,26.709257877386648
268.73490741241204,138.13347066323493
884.6905589730087,75.6926394823153
2699.6412930445244,144.27904701687066
169.31647477303633,72.36918486067084
419.4265491438568,51.77514113860863
314.9028642617284,157.24497303081748
733.1878336026994,15.195831068967701
1313.4792643120704,140.79933685937425
543.6009049816425,148.6300186030679
484.2346684432152,44.07263619624011
