epoch,first_out_loss,first_out_root_mean_squared_error,last_out_loss,last_out_root_mean_squared_error,loss,second_out_loss,second_out_root_mean_squared_error,val_first_out_loss,val_first_out_root_mean_squared_error,val_last_out_loss,val_last_out_root_mean_squared_error,val_loss,val_second_out_loss,val_second_out_root_mean_squared_error
0,7848234.5,2801.492,628369.0,792.70526,9256623.528157875,779864.8,883.1083,6989417.0,2643.75048828125,621649.0625,788.4473266601562,8443569.147280093,832502.9375,912.4158935546875
1,6298198.5,2509.6135,596233.0,772.1643,7635332.605789758,740937.2,860.77905,5874509.5,2423.73828125,658767.1875,811.644775390625,7362683.727719908,829407.9375,910.7184448242188
2,6178640.5,2485.7104,576040.6,758.9801,7472022.696635716,717205.25,846.8871,5792121.5,2406.682861328125,631851.5,794.8909912109375,7234781.497106481,810807.4375,900.4485473632812
3,5980451.5,2445.5154,564906.3,751.60913,7242288.225420536,696817.4,834.7585,5720535.0,2391.76416015625,657215.3125,810.6883544921875,7180416.127893519,802666.0625,895.9163208007812
4,5987357.0,2446.9263,552096.94,743.0408,7219909.138175493,680337.2,824.8335,5747638.0,2397.423828125,678659.4375,823.8077392578125,7256667.275462963,830369.3125,911.246337890625
5,5814140.0,2411.2705,542419.1,736.49646,7022612.468337663,665947.94,816.05914,5672368.0,2381.673095703125,667258.0,816.8583984375,7133174.329282408,793548.0,890.8133544921875
6,5793479.0,2406.9578,535441.4,731.7441,6987188.276796279,658294.0,811.35156,6350752.0,2520.069580078125,656968.0625,810.5355834960938,7799707.17505787,791987.875,889.936767578125
7,5718511.5,2391.3545,524561.5,724.2738,6892800.797760359,649640.44,806.0104,5726096.0,2392.92626953125,652582.8125,807.825927734375,7181229.753472222,802550.3125,895.8517456054688
8,5711454.0,2389.89,521831.56,722.3773,6870352.248939016,636950.44,798.0931,5724695.0,2392.63330078125,661168.375,813.1226196289062,7202134.576967592,816271.625,903.477294921875
9,5657840.5,2378.6335,518411.1,720.00757,6808615.429293449,632320.4,795.18054,5744689.0,2396.807861328125,628843.6875,792.9966430664062,7202536.53443287,829003.6875,910.4962158203125
10,5581115.5,2362.454,506642.9,711.796,6711544.440064045,623683.0,789.7446,6033142.5,2456.245849609375,633384.375,795.8544311523438,7482276.817997686,815749.9375,903.1887817382812
11,5582093.5,2362.6606,506954.25,712.0154,6707993.608046761,618854.56,786.6818,6394396.5,2528.71435546875,668091.75,817.36865234375,7899217.66724537,836728.8125,914.72900390625
12,5535478.0,2352.7646,501045.7,707.84796,6648835.655347359,612282.0,782.4872,5657667.5,2378.58544921875,627363.5625,792.06298828125,7084795.269386574,799764.375,894.2954711914062
13,5497689.5,2344.7288,501195.66,707.9596,6610423.638959979,611448.94,781.96014,6303117.5,2510.600830078125,684530.0,827.3632202148438,7800512.795717592,812865.125,901.5904541015625
14,5471959.0,2339.24,496573.88,704.68414,6571095.576840968,602460.2,776.1892,5902647.0,2429.53662109375,645163.875,803.220947265625,7352310.09375,804499.6875,896.9392700195312
15,5451558.0,2334.853,489942.8,699.95935,6543033.031559453,601553.8,775.59644,5681785.5,2383.649169921875,651377.9375,807.07958984375,7155566.098958333,822403.1875,906.864501953125
16,5440008.0,2332.3813,490075.84,700.05865,6523920.572304457,593824.25,770.60486,5561510.5,2358.284912109375,658183.0625,811.2847900390625,7046736.510127314,827045.0625,909.4202270507812
17,5444770.0,2333.423,487463.97,698.19354,6527003.213376759,594657.3,771.1487,6503423.5,2550.180908203125,620807.0625,787.9130859375,7937469.816261574,813239.25,901.7978515625
18,5414665.5,2326.9512,482870.22,694.8958,6489798.054354535,592206.75,769.55664,6078752.5,2465.5126953125,651876.875,807.388916015625,7588159.853587963,857528.9375,926.0287475585938
19,5420016.0,2328.1113,482401.72,694.55524,6491025.199047043,588513.3,767.15125,5583872.0,2363.02197265625,647529.875,804.6923217773438,7084080.999710648,852678.875,923.4061889648438
20,5345063.0,2311.9497,480247.2,692.9995,6410668.7663729135,585302.0,765.0523,5829899.5,2414.518798828125,646208.0,803.8706665039062,7316031.241898148,839924.375,916.4736328125
21,5357113.0,2314.558,477242.12,690.8305,6414137.799425783,579716.6,761.3901,5534540.5,2352.560546875,649075.25,805.6519775390625,7027234.430555556,843618.5625,918.4874267578125
22,5301269.5,2302.4753,473517.62,688.1342,6350020.607831349,575088.8,758.3541,5797906.0,2407.8837890625,676798.875,822.677734375,7334783.896412037,860079.6875,927.40478515625
23,5304441.5,2303.1636,476720.03,690.45526,6362384.953355282,581082.5,762.2961,5410747.5,2326.10107421875,654059.125,808.7394409179688,6933766.74681713,868960.875,932.1806030273438
24,5261490.0,2293.7983,475052.7,689.2426,6314713.134950745,578133.6,760.35693,5517240.5,2348.880615234375,640823.0625,800.5143432617188,6999511.412905092,841448.3125,917.3048095703125
25,5323645.0,2307.316,469988.03,685.56213,6365537.634918594,571828.44,756.1985,6310994.5,2512.1689453125,657936.9375,811.1331787109375,7776294.355034722,807362.8125,898.5338134765625
26,5245373.5,2290.299,470585.22,685.9967,6286129.459316083,570055.94,755.0279,5648731.5,2376.705810546875,681085.3125,825.2789916992188,7155986.356770833,826168.875,908.9384155273438
27,5309064.5,2304.1606,467230.6,683.54785,6347806.9821401015,571404.0,755.9192,6071077.5,2463.95556640625,647274.8125,804.5338134765625,7525468.28125,807116.0,898.3963012695312
28,5238239.5,2288.7395,465710.34,682.43713,6267258.405694591,563195.75,750.4724,5986540.5,2446.740478515625,657512.375,810.871337890625,7475841.116898148,831788.6875,912.0244750976562
29,5234709.0,2287.631,468247.12,684.28864,6262095.744965148,560615.1,748.7227,6939767.0,2634.343505859375,768835.3125,876.8323974609375,8561765.116608797,853162.5,923.6679077148438
30,5192850.0,2278.8083,462641.44,680.1861,6216613.629568662,560981.7,748.9959,5610929.0,2368.739990234375,647343.9375,804.5768432617188,7076495.917534722,818222.875,904.5567016601562
31,5146490.5,2268.61,462381.66,679.9945,6174715.548601109,565718.8,752.15155,5595574.5,2365.49658203125,674343.9375,821.1844482421875,7107930.842303241,838013.5625,915.4306640625
32,5134680.5,2265.9927,457428.53,676.3271,6147074.741489622,554956.3,744.93726,6003795.5,2450.263916015625,641737.4375,801.0851440429688,7485605.847222222,840074.4375,916.5560302734375
33,5162424.0,2272.1116,459412.72,677.80676,6179370.3728523115,557448.5,746.63007,5488604.5,2342.776611328125,673167.75,820.4678344726562,6992041.784722222,830269.0625,911.1910400390625
34,5081936.0,2254.252,458458.97,677.1037,6093270.734834358,553137.25,743.7391,5746096.0,2397.10107421875,666566.4375,816.4351806640625,7266696.237268519,854034.875,924.1402587890625
35,5130569.0,2265.002,456537.06,675.6789,6146708.574400704,559933.75,748.2866,6000803.0,2449.653564453125,680310.9375,824.8093872070312,7513053.09375,831938.75,912.1068115234375
36,5080631.5,2254.0247,456357.78,675.52277,6086609.498275097,549684.7,741.3888,5837204.0,2416.031005859375,657622.875,810.9393920898438,7332962.450231481,838135.1875,915.4971923828125
37,5082721.0,2254.4666,454341.28,674.0527,6087299.503406,550332.7,741.8467,6330801.0,2516.10888671875,684688.4375,827.4589233398438,7889984.905671297,874494.4375,935.1442260742188
