epoch,first_out_loss,first_out_root_mean_squared_error,last_out_loss,last_out_root_mean_squared_error,loss,second_out_loss,second_out_root_mean_squared_error,val_first_out_loss,val_first_out_root_mean_squared_error,val_last_out_loss,val_last_out_root_mean_squared_error,val_loss,val_second_out_loss,val_second_out_root_mean_squared_error
0,9975639.0,3158.4524,695584.4,834.0251,11522200.53111577,850771.1,922.3792,6572270.0,2563.643798828125,714109.75,845.05029296875,8208555.551215278,922175.3125,960.299560546875
1,6232113.0,2496.4426,675412.5,821.84186,7731600.601076417,823936.06,907.71924,6358687.5,2521.6435546875,711136.0,843.2886962890625,7996120.889756944,926299.1875,962.4441528320312
2,6062494.5,2462.2102,674249.0,821.1194,7559835.177689113,823123.75,907.2584,6708624.5,2590.100830078125,721306.375,849.29736328125,8364284.773148148,934355.0625,966.6203002929688
3,6052233.5,2460.1465,673581.8,820.7301,7546725.731056612,820788.1,905.9838,6352777.0,2520.47119140625,723792.5,850.760009765625,8019013.736400463,942443.6875,970.7950439453125
4,6014543.5,2452.474,672625.2,820.1462,7508119.308264102,820836.4,906.00867,6510596.0,2551.586669921875,724122.4375,850.9537963867188,8165073.629918981,930355.6875,964.549560546875
5,6023509.5,2454.2935,670133.0,818.62146,7512209.8226500815,818501.0,904.72034,6354610.5,2520.8349609375,713180.9375,844.50048828125,7997771.6171875,929980.875,964.3551635742188
6,6009164.0,2451.3413,672051.3,819.7646,7500194.079458063,819123.3,905.04254,6376196.0,2525.113037109375,714318.9375,845.1738891601562,8023002.100405092,932486.25,965.6534423828125
7,5987819.0,2447.0151,671244.56,819.30457,7476657.380788794,817498.4,904.16425,6609426.5,2570.879638671875,726101.5625,852.1159057617188,8271956.275462963,936430.75,967.6934204101562
8,6010142.0,2451.578,671344.06,819.3604,7499312.411401399,817719.44,904.2819,6308714.5,2511.715576171875,727898.375,853.1696166992188,7965059.130497686,928445.9375,963.5587158203125
9,5994473.0,2448.3784,669985.4,818.5331,7481080.1754610455,816519.2,903.6179,6367440.5,2523.37890625,736146.0,857.9894409179688,8034617.120659722,931028.875,964.8986206054688
10,6002301.0,2449.9453,668181.75,817.41925,7486547.49866734,816158.75,903.40515,6352468.0,2520.41015625,711953.75,843.7736206054688,7996673.4296875,932252.0,965.5321044921875
11,5970008.0,2443.3203,669866.8,818.4247,7455648.2838293165,816058.0,903.33563,6268329.5,2503.66357421875,718012.3125,847.3560180664062,7919517.015914352,933173.6875,966.0088500976562
12,5965917.0,2442.5498,669207.94,818.06134,7450707.657716891,815417.0,903.01404,6447293.5,2539.15234375,718024.5,847.36328125,8098556.167824074,933237.125,966.0421752929688
13,5989417.5,2447.3313,669953.3,818.50287,7474262.841906942,814879.3,902.70526,6290432.0,2508.07275390625,726481.5625,852.339111328125,7953150.768518519,936239.5625,967.5946655273438
14,5998890.5,2449.2402,669290.4,818.10345,7483327.760796317,815258.8,902.91797,6337156.0,2517.370849609375,731984.125,855.5609130859375,8001329.103587963,932188.9375,965.499267578125
15,5969223.0,2443.0552,670189.3,818.6457,7453482.435546825,814846.5,902.6537,6586102.0,2566.340576171875,730972.375,854.9690551757812,8251787.697337963,934710.3125,966.80419921875
16,5977755.0,2444.9585,669259.0,818.08044,7461769.534523779,814700.3,902.60004,6366293.5,2523.151611328125,724893.625,851.4068603515625,8026588.593171297,935400.5625,967.1612548828125
17,5972687.0,2443.8557,669498.75,818.2362,7456339.081586461,814384.06,902.4405,6277991.0,2505.592041015625,731599.3125,855.3356323242188,7945115.716724537,935524.125,967.2246704101562
18,5948338.5,2438.944,668066.75,817.3606,7430899.461753132,814354.2,902.42487,6409977.5,2531.79296875,717471.3125,847.0368041992188,8060377.301793981,932930.125,965.8829345703125
19,5952815.5,2439.86,668873.8,817.8545,7436286.9945504,814466.3,902.48486,6309378.5,2511.84765625,741390.5,861.0403442382812,7984083.469618056,933312.875,966.081298828125
20,5960791.5,2441.4788,668859.6,817.84033,7443759.21729597,814063.6,902.2614,6423750.5,2534.511962890625,719806.3125,848.4139404296875,8075113.724537037,931556.9375,965.1719360351562
21,5957418.0,2440.8044,668980.25,817.9149,7440843.707589573,814317.94,902.4029,6530924.5,2555.56689453125,733848.375,856.6495971679688,8196670.620949074,931898.75,965.3489990234375
22,5937863.0,2436.655,668200.7,817.4383,7419554.466820134,814055.06,902.25165,6344199.5,2518.769287109375,716724.6875,846.5957641601562,7993253.189525463,932330.375,965.57275390625
23,5961967.0,2441.6814,669129.1,818.0058,7444680.225115101,813743.25,902.0773,6334852.5,2516.9130859375,722331.3125,849.9009399414062,7989105.80787037,931923.25,965.36181640625
24,5950768.5,2439.4185,668400.44,817.56714,7433262.01447118,814066.44,902.2654,6373222.0,2524.52392578125,720588.75,848.8751831054688,8024245.444155092,930433.875,964.590087890625
25,5943486.0,2437.9448,669425.75,818.1932,7426887.0376456445,813856.75,902.15,6412153.0,2532.22265625,728452.3125,853.4942626953125,8073520.613425926,932916.5625,965.8760375976562
26,5942570.0,2437.75,668884.6,817.8631,7425414.891091592,813871.8,902.1587,6350350.0,2519.989990234375,731190.25,855.0965576171875,8015804.146990741,934262.8125,966.5728149414062
