epoch,first_out_loss,first_out_root_mean_squared_error,last_out_loss,last_out_root_mean_squared_error,loss,second_out_loss,second_out_root_mean_squared_error,val_first_out_loss,val_first_out_root_mean_squared_error,val_last_out_loss,val_last_out_root_mean_squared_error,val_loss,val_second_out_loss,val_second_out_root_mean_squared_error
80,147182560.0,12131.894,630944.06,794.3291,148577744.31009027,764099.44,874.1375,148795984.0,12198.1943359375,596108.3125,772.08056640625,150360829.5185185,968714.3125,984.2326049804688
81,147112930.0,12129.055,630707.8,794.1794,148509306.7360786,764694.25,874.47394,148709344.0,12194.642578125,596018.0625,772.0221557617188,150274238.25925925,968881.6875,984.3179321289062
82,147007730.0,12124.602,631085.6,794.3785,148401274.9813524,764264.06,874.21277,148622256.0,12191.07421875,596389.5625,772.2628173828125,150187547.7962963,968901.0625,984.3275146484375
83,146894290.0,12119.967,630888.9,794.27875,148288807.35841972,764370.25,874.2728,148535312.0,12187.5068359375,596437.4375,772.2935180664062,150100890.07407406,969154.75,984.4566040039062
84,146819360.0,12116.935,631116.25,794.4277,148215485.8106433,764436.94,874.31134,148448832.0,12183.95703125,596270.0625,772.1854248046875,150013511.3148148,968437.125,984.0919189453125
85,146749540.0,12113.963,630946.44,794.3269,148143129.83914196,764276.25,874.2362,148362048.0,12180.3974609375,596195.125,772.1365966796875,149926755.2222222,968508.9375,984.1286010742188
86,146629970.0,12109.0625,630887.75,794.2924,148024546.493274,764152.94,874.16547,148275184.0,12176.8310546875,596123.0,772.090087890625,149839800.7962963,968475.125,984.1113891601562
87,146548670.0,12105.749,630888.1,794.2909,147944399.48270273,764338.2,874.26935,148188336.0,12173.263671875,596117.3125,772.086181640625,149753358.8888889,968918.25,984.33642578125
88,146510350.0,12104.128,630773.6,794.21295,147905265.4080609,764563.7,874.3916,148102096.0,12169.7216796875,595959.1875,771.9837036132812,149667762.9074074,969693.1875,984.7299194335938
89,146398200.0,12099.544,630569.06,794.0933,147794442.8095373,764915.4,874.6044,148015472.0,12166.1611328125,595834.1875,771.9029541015625,149581218.2037037,969952.0625,984.8614501953125
90,146335070.0,12096.885,630588.4,794.0963,147730519.064585,765287.06,874.79224,147929168.0,12162.615234375,595719.0625,771.8282470703125,149494923.1851852,970031.875,984.9024047851562
91,146242580.0,12093.0,630425.44,794.0016,147636093.7736053,765038.3,874.6722,147842624.0,12159.0595703125,595670.875,771.7971801757812,149407180.42592594,968808.75,984.281005859375
92,146181150.0,12090.551,630411.8,793.98,147575889.83605546,764297.7,874.1888,147756416.0,12155.5107421875,595731.0625,771.8362426757812,149320577.9074074,968415.5625,984.0814819335938
93,146058240.0,12085.11,630630.25,794.1272,147444545.47863886,763944.2,874.041,147669696.0,12151.9404296875,596040.5,772.03662109375,149234574.9814815,968856.0,984.3047485351562
94,145944690.0,12080.762,630808.3,794.2359,147339851.61346743,764180.4,874.16626,147583088.0,12148.376953125,596088.9375,772.0678100585938,149147543.0,968373.3125,984.0595092773438
95,145889170.0,12078.463,630701.3,794.17505,147283821.3711258,763793.06,873.9589,147497136.0,12144.83984375,596003.6875,772.0126953125,149062145.16666666,969015.0625,984.3853759765625
96,145774560.0,12073.791,630679.8,794.1579,147171309.99624476,764250.25,874.19434,147410672.0,12141.279296875,596069.25,772.0552978515625,148976091.7222222,969328.75,984.544921875
97,145697520.0,12070.565,630879.8,794.288,147094567.66851,764992.56,874.6479,147324560.0,12137.732421875,595918.5,771.95751953125,148890011.75925925,969560.6875,984.6627197265625
98,145647840.0,12068.3955,630637.1,794.08435,147041339.37724736,764726.1,874.4293,147238528.0,12134.1884765625,595647.25,771.7817993164062,148802981.8148148,968836.0,984.294677734375
99,145544130.0,12064.009,630416.56,793.9798,146935022.31456572,764387.4,874.28394,147152624.0,12130.6474609375,595578.8125,771.737548828125,148716643.7037037,968443.6875,984.0950927734375
