epoch,first_out_loss,first_out_root_mean_squared_error,last_out_loss,last_out_root_mean_squared_error,loss,second_out_loss,second_out_root_mean_squared_error,val_first_out_loss,val_first_out_root_mean_squared_error,val_last_out_loss,val_last_out_root_mean_squared_error,val_loss,val_second_out_loss,val_second_out_root_mean_squared_error
0,9517042.0,3084.9963,708924.8,841.9858,11052336.178444661,826168.94,908.9443,7346702.0,2710.480224609375,724076.0,850.9265747070312,8985166.218460647,914388.375,956.2364501953125
1,7105293.5,2665.5486,678982.4,824.00653,8590114.017888835,805986.25,897.7634,6702219.5,2588.864501953125,725193.125,851.5823364257812,8348641.402199074,921229.75,959.8073120117188
2,6858359.5,2618.8674,656729.7,810.39545,8308216.393258572,792996.0,890.51105,6757001.5,2599.42333984375,726319.3125,852.2433471679688,8407625.825231481,924304.125,961.4071655273438
3,6704684.0,2589.363,647804.56,804.87085,8135181.623823272,782555.1,884.629,6763974.5,2600.764404296875,791304.5,889.55322265625,8516746.162905093,961466.875,980.5440673828125
4,6700857.5,2588.6204,633550.6,795.9676,8103335.332387021,768799.5,876.8215,6785989.5,2604.9931640625,764769.25,874.510986328125,8480570.712094907,929812.6875,964.2682495117188
5,6579414.5,2565.0588,624664.25,790.36334,7965979.849719643,761769.9,872.79706,6440737.0,2537.860595703125,773903.25,879.717529296875,8131045.80005787,916406.375,957.2910766601562
6,6556268.5,2560.501,618470.4,786.43835,7930262.664475038,755597.75,869.25793,7378748.5,2716.385009765625,760990.25,872.3475952148438,9064128.188657407,924389.125,961.45166015625
7,6509492.0,2551.3865,610605.94,781.4216,7868395.37190707,748184.3,864.9801,6557289.5,2560.720703125,787313.4375,887.3067626953125,8277146.829282408,932545.6875,965.6840209960938
8,6483734.5,2546.336,608143.5,779.83386,7837686.459451118,745708.3,863.5489,6480534.5,2545.689697265625,762426.25,873.17041015625,8195786.881944444,952825.5,976.1275634765625
9,6450593.0,2539.8125,599597.7,774.336,7785252.514345791,735010.9,857.32434,6474638.0,2544.530517578125,744975.3125,863.1195678710938,8167040.683449074,947426.9375,973.358642578125
10,6326734.5,2515.3079,594617.3,771.12274,7659159.123881144,737738.8,858.9255,6485263.0,2546.617919921875,747851.5625,864.7841186523438,8171698.934606481,938584.0625,968.8054809570312
11,6352168.5,2520.355,591275.8,768.954,7672290.166383202,728790.5,853.7018,7163638.5,2676.49658203125,771498.9375,878.3500366210938,8864631.987268519,929498.75,964.1051025390625
12,6282901.5,2506.584,585406.5,765.11975,7590070.720623601,721703.44,849.5316,6202570.5,2490.495849609375,739037.5,859.6727905273438,7884678.211226852,943071.75,971.118896484375
13,6235267.5,2497.0732,585345.4,765.08765,7544716.331081689,723967.44,850.8714,6988815.5,2643.63671875,763498.8125,873.7839965820312,8712090.442129629,959775.625,979.68115234375
14,6239236.0,2497.8667,579901.75,761.519,7536946.563951619,717693.4,847.16895,6163174.5,2482.574951171875,782562.75,884.6256103515625,7894807.724247686,949067.875,974.2012939453125
15,6186257.0,2487.2114,579147.6,761.0198,7480002.835862548,714648.5,845.36237,6346284.5,2519.18310546875,799277.5625,894.023193359375,8085840.271701389,940279.25,969.679931640625
16,6134425.5,2476.7842,572195.0,756.4413,7419265.252581728,712590.8,844.1569,6097239.0,2469.2587890625,787475.5,887.398193359375,7833346.19068287,948630.375,973.9765625
17,6155514.0,2481.048,572707.94,756.7827,7433712.802824147,705385.75,839.8819,6980309.5,2642.028076171875,731884.375,855.5025634765625,8646964.449942129,934768.4375,966.8342895507812
18,6102193.5,2470.2725,569933.94,754.9475,7397778.850330513,725577.8,851.81647,6182441.0,2486.451171875,764116.8125,874.1376342773438,7892436.192418981,945877.5625,972.5624389648438
19,6078633.0,2465.5076,566752.94,752.8338,7346351.730166028,700859.2,837.1797,6135970.5,2477.089599609375,784641.3125,885.8001098632812,7890118.55150463,969504.25,984.6339721679688
20,6043438.5,2458.3474,566644.5,752.7619,7309566.495190205,699436.25,836.328,6153005.0,2480.525146484375,754361.1875,868.53955078125,7836343.162037037,928976.8125,963.8344116210938
21,6053869.5,2460.4756,564709.44,751.47675,7313325.052242213,694678.1,833.4671,6030698.0,2455.7490234375,741220.25,860.9413452148438,7718140.511574074,946219.1875,972.7378540039062
22,6003049.0,2450.1306,558722.0,747.4857,7260106.442169937,698220.4,835.60425,6117046.0,2473.2666015625,735801.3125,857.7886962890625,7788089.771701389,935241.4375,967.0787353515625
23,5951768.0,2439.6511,560586.75,748.7311,7204760.609474266,692248.9,832.02356,6113001.0,2472.448486328125,759624.375,871.564453125,7811882.701967592,939259.5,969.1538696289062
24,5937925.5,2436.7756,557748.8,746.83154,7187015.542703002,691410.4,831.49225,6076944.5,2465.146240234375,738823.5625,859.5485229492188,7750811.643518519,935040.375,966.9750366210938
25,6019618.0,2453.4932,558045.4,747.0324,7265119.361265079,687425.2,829.1172,6066418.5,2463.010009765625,766535.125,875.5198364257812,7761187.815393519,928234.9375,963.449462890625
26,5966042.5,2442.5723,557370.6,746.57416,7208138.397618252,684593.75,827.4095,6047911.5,2459.25048828125,802182.875,895.6466064453125,7826836.384259259,976739.4375,988.3010864257812
27,5919558.5,2433.0356,556146.06,745.75824,7166588.00591579,690755.2,831.1225,6269934.0,2503.983642578125,773918.0625,879.72607421875,7979747.76880787,935898.5,967.4183349609375
28,5905541.5,2430.1548,552474.2,743.2948,7141586.35537501,683439.6,826.7127,6405141.5,2530.838623046875,749563.0625,865.7728271484375,8087165.678530092,932460.875,965.6399536132812
29,5855259.5,2419.411,553899.6,744.24304,7087315.344199311,679958.2,824.54205,6620098.0,2572.954833984375,828653.875,910.30419921875,8382707.660590278,933955.0625,966.4133911132812
30,5916071.5,2432.322,549720.94,741.44116,7142783.090964917,676839.3,822.713,5977663.5,2444.92626953125,792179.5625,890.04443359375,7738127.216724537,968284.9375,984.0148315429688
31,5839658.0,2416.5566,550137.94,741.722,7068449.459689035,678544.2,823.74646,6020435.0,2453.657470703125,772133.6875,878.7112426757812,7732767.497106481,940198.0625,969.6382446289062
32,5822552.5,2413.0083,546252.06,739.085,7043444.172869673,674628.8,821.33594,6059238.5,2461.552001953125,731151.4375,855.0740356445312,7725359.671006944,934970.125,966.9385375976562
33,5842248.0,2417.0903,547925.56,740.2275,7060999.094308624,670718.8,818.9831,6020505.5,2453.67236328125,764173.5,874.1702270507812,7718915.663194444,934235.875,966.55859375
34,5808965.5,2410.1382,545314.94,738.46173,7028148.09261748,674041.0,821.0075,6045565.0,2458.7734375,714895.5625,845.5150146484375,7687499.162905092,927037.4375,962.827880859375
35,5866413.5,2422.0144,543333.6,737.1182,7084200.96216145,674701.25,821.4065,6297175.0,2509.416748046875,737200.0,858.6036987304688,7964258.058449074,929881.5625,964.3035888671875
36,5795793.0,2407.4497,543266.2,737.05273,7007679.07426567,668658.2,817.69073,6072403.5,2464.224853515625,781590.5625,884.0759887695312,7792141.083333333,938145.9375,968.5795288085938
37,5774242.0,2402.8657,544085.06,737.62506,6988516.800448186,670654.4,818.9391,6125629.5,2475.00048828125,791982.875,889.9342041015625,7876330.600983797,958718.75,979.1417236328125
38,5801619.0,2408.621,544155.6,737.6648,7009719.2903270405,664144.8,814.93414,6027106.0,2455.01708984375,792458.0625,890.2012329101562,7786139.308449074,966572.5625,983.14404296875
39,5790258.0,2406.2922,540204.44,734.9929,6996522.707255202,666085.3,816.127,6126000.5,2475.076171875,741715.6875,861.2291259765625,7861106.713541667,993390.0625,996.689453125
40,5749118.0,2397.7446,541725.7,736.02814,6957796.176740657,666861.06,816.6238,6275507.0,2505.09619140625,729125.1875,853.88818359375,7983544.689525463,978911.5,989.3994750976562
41,5789247.0,2406.0906,539413.56,734.442,6992694.114039713,664036.5,814.8723,6049440.5,2459.5615234375,905914.0,951.7948608398438,7927373.697627314,972020.0625,985.9107055664062
42,5752698.5,2398.5017,540108.56,734.9224,6956832.19116361,663900.56,814.80865,6203267.5,2490.6357421875,756282.6875,869.64501953125,7918827.72193287,959279.1875,979.4280395507812
43,5723472.0,2392.3276,538768.8,734.01654,6927984.303152087,665964.75,816.07007,5993792.0,2448.22216796875,745805.0625,863.60009765625,7711051.953993056,971458.0,985.6254272460938
44,5687404.0,2384.8433,535326.4,731.6663,6883764.863872527,660945.44,812.9891,6223045.5,2494.60302734375,813120.3125,901.73193359375,8011148.853587963,974983.6875,987.4126586914062
45,5681844.5,2383.6846,537468.9,733.13043,6882057.33856002,662612.2,814.01855,5998772.5,2449.2392578125,816492.9375,903.5997314453125,7769276.80931713,954010.3125,976.7342529296875
46,5680722.5,2383.4397,536176.5,732.24567,6876215.719038555,659237.0,811.93896,6050170.5,2459.708984375,751393.75,866.8297729492188,7778963.547164352,977402.125,988.6363525390625
47,5759148.0,2399.8484,535347.56,731.68353,6953326.898540986,658678.9,811.60004,6015421.0,2452.634765625,756341.5,869.678955078125,7740093.56568287,968332.75,984.0391235351562
48,5645891.5,2376.107,531674.5,729.1645,6834829.42761195,657256.1,810.72095,6183258.5,2486.616455078125,751436.8125,866.8544921875,7895401.059895833,960703.9375,980.1549072265625
49,5733299.0,2394.3987,531391.6,728.9617,6920362.159581651,655844.4,809.8335,6201590.0,2490.299560546875,833052.9375,912.7174682617188,7996857.958622686,962214.0625,980.9249267578125
50,5665870.0,2380.3281,531601.06,729.117,6848281.806293244,650728.94,806.6648,6041786.5,2458.00537109375,779311.0625,882.785888671875,7844275.009259259,1023175.125,1011.5211791992188
51,5692915.0,2385.996,532670.0,729.84515,6882061.327876232,656403.7,810.1928,6026943.5,2454.983642578125,751392.25,866.8287963867188,7721060.963831019,942726.125,970.9408569335938
52,5650124.5,2376.9944,531516.44,729.05896,6833823.888355539,652187.75,807.58875,6101031.0,2470.0263671875,799316.6875,894.0452880859375,7884761.024016203,984412.25,992.1755981445312
53,5644162.5,2375.7732,528382.44,726.9055,6820140.395679545,647437.9,804.64307,5895738.5,2428.114501953125,828689.6875,910.3238525390625,7682165.587094908,957737.25,978.6405029296875
54,5636998.0,2374.2622,528604.6,727.0547,6815641.033543172,649896.44,806.1674,6381629.5,2526.18798828125,777647.6875,881.8432006835938,8133099.688078703,973824.9375,986.82568359375
55,5677928.0,2382.843,529456.8,727.6432,6856636.485859976,649225.1,805.75134,6102276.5,2470.278564453125,807402.0625,898.5556030273438,7874973.572627314,965294.9375,982.4943237304688
56,5677299.0,2382.715,528900.6,727.2594,6852211.018126752,645986.06,803.7318,5997044.0,2448.885986328125,781382.5,883.9584350585938,7763121.678240741,984694.375,992.317626953125
57,5592944.5,2364.9558,529587.25,727.7184,6769153.869900846,646569.56,804.08954,5998050.5,2449.091796875,772124.0625,878.705810546875,7736407.167534722,966234.25,982.971923828125
58,5696457.0,2386.7463,523715.5,723.689,6869050.055010417,648751.9,805.4574,6099174.5,2469.650634765625,767869.625,876.2816772460938,7831739.789641203,964698.6875,982.1906127929688
59,5568034.0,2359.6772,525772.4,725.1102,6736633.648061936,642755.5,801.7288,6342297.0,2518.3916015625,831843.25,912.0545043945312,8185627.582465278,1011487.125,1005.7271728515625
60,5606472.5,2367.8218,527043.25,725.9854,6778366.99782016,644725.5,802.9554,6173446.5,2484.642333984375,809770.75,899.8726196289062,7984242.47974537,1001026.3125,1000.512939453125
61,5593069.5,2364.978,524155.3,723.98956,6761075.429357751,643794.44,802.3716,6085566.0,2466.89404296875,805390.9375,897.435791015625,7881474.499710648,990516.9375,995.2470703125
62,5598675.0,2366.178,520527.88,721.4835,6772201.928685795,652850.56,807.9999,6004658.5,2450.440185546875,787938.5625,887.658935546875,7756176.631365741,963578.875,981.620361328125
63,5586893.5,2363.5098,525747.44,725.0589,6750734.655572417,638871.56,799.2814,6182191.0,2486.4013671875,784638.3125,885.798095703125,7916459.412037037,949629.9375,974.4896240234375
64,5563552.0,2358.739,518286.56,719.9241,6719406.318420612,637472.44,798.418,6034938.5,2456.61181640625,785592.25,886.336181640625,7784284.184606481,963752.5625,981.7089233398438
65,5564153.0,2358.8604,520798.22,721.6687,6723776.413838447,638747.75,799.21796,6440752.5,2537.86376953125,796361.3125,892.3909301757812,8225639.136863426,988524.0,994.2456665039062
66,5605860.5,2367.6816,520471.8,721.4453,6768739.282993389,642329.7,801.46014,6233689.5,2496.73583984375,817026.5625,903.8952026367188,8030838.528645833,980121.3125,990.0107421875
67,5530091.5,2351.6182,519720.0,720.92255,6688490.866325651,638653.56,799.1587,6362844.0,2522.4677734375,846819.5625,920.2279663085938,8182262.344328703,972600.125,986.2047119140625
68,5574640.5,2361.0918,519510.75,720.7739,6734509.063179994,640233.1,800.1506,6176496.0,2485.255615234375,802494.9375,895.8207397460938,7947920.07494213,968929.625,984.3421020507812
69,5519735.0,2349.4102,518102.4,719.79474,6675626.517850254,637788.44,798.6165,6137853.0,2477.469970703125,835648.125,914.1380004882812,7954157.011284722,980653.5,990.2793579101562
70,5493369.5,2343.7197,518472.06,720.0566,6649577.49704532,638060.25,798.7935,6344068.5,2518.743408203125,831495.25,911.8636474609375,8157289.182002314,981725.25,990.8204345703125
71,5569980.0,2360.0964,517247.16,719.2054,6724134.393689395,636812.06,798.0126,6024473.0,2454.4794921875,812042.0,901.1336669921875,7829123.303530092,992611.875,996.29931640625
72,5478915.0,2340.7163,514548.38,717.3178,6630226.449934412,636732.8,797.9514,5985471.0,2446.522216796875,782388.0,884.5267944335938,7771009.862268519,1003151.6875,1001.5746459960938
73,5494270.5,2344.0034,514833.3,717.5253,6641919.814530338,632717.94,795.4412,5993891.5,2448.24267578125,830692.8125,911.4236450195312,7807118.380208333,982532.6875,991.227783203125
74,5506057.0,2346.4878,514455.1,717.2631,6656479.118495846,635994.06,797.5017,6025702.5,2454.730712890625,805260.6875,897.3633422851562,7852466.467303241,1021502.75,1010.694091796875
75,5531566.5,2351.953,515128.25,717.7258,6681196.839559916,634372.94,796.4829,6421644.5,2534.09619140625,837155.3125,914.9619140625,8260889.783275463,1002090.3125,1001.0442504882812
76,5534266.0,2352.4995,513915.47,716.8789,6680873.505931865,632705.1,795.42596,6161066.5,2482.1494140625,786346.8125,886.7617797851562,7973739.325231481,1026325.25,1013.0771484375
77,5516764.5,2348.7893,510510.84,714.5055,6661663.270939968,634317.5,796.44745,6009602.5,2451.4482421875,765733.125,875.0618896484375,7796518.214988426,1021184.375,1010.5365600585938
78,5504599.5,2346.1924,513483.4,716.56995,6649827.909883871,631745.4,794.81976,6047257.0,2459.116943359375,815274.75,902.92578125,7848534.7421875,986002.3125,992.9762573242188
79,5479166.0,2340.783,511729.3,715.36,6617100.687556264,626088.75,791.2643,6181013.5,2486.16455078125,816709.875,903.7197875976562,7988418.076967592,990694.8125,995.33642578125
80,5471504.5,2339.1108,509544.06,713.8198,6609510.106413488,628548.0,792.8015,6509922.5,2551.455078125,746703.0625,864.1195068359375,8263987.219328703,1007361.5625,1003.6742553710938
81,5507231.5,2346.7676,512104.88,715.6138,6647687.303045989,628276.75,792.6334,6107727.0,2471.38232421875,796670.9375,892.5643920898438,7915526.28587963,1011127.0625,1005.5479736328125
82,5459094.5,2336.4756,507592.6,712.45856,6591472.72244978,624756.6,790.41754,6222316.0,2494.456787109375,806257.5625,897.9183959960938,8017519.53125,988947.125,994.4580688476562
83,5487113.0,2342.4775,505564.6,711.03467,6615889.094813395,623109.75,789.3782,6236036.5,2497.20556640625,929296.0,964.0,8199664.003472222,1034332.4375,1017.021240234375
84,5470519.0,2338.8708,507729.38,712.52136,6604852.440623472,626871.6,791.7385,6339502.0,2517.83642578125,765276.6875,874.8009643554688,8073224.22974537,968446.125,984.0965576171875
85,5462546.5,2337.2346,504840.6,710.5278,6587417.752171802,619888.8,787.3386,6132850.5,2476.45947265625,834821.875,913.685791015625,7957091.993923611,989418.9375,994.6954345703125
86,5499829.0,2345.1912,510720.7,714.6496,6634923.078242753,624266.6,790.11163,6547356.5,2558.7802734375,810383.4375,900.2130126953125,8339815.818865741,982075.9375,990.99755859375
87,5468614.0,2338.5227,504355.62,710.18536,6595670.893342164,622613.3,789.064,6438309.5,2537.3818359375,809982.4375,899.9901123046875,8230719.450231481,982429.6875,991.176025390625
88,5436825.0,2331.6697,503938.12,709.8793,6561410.95891098,620814.9,787.90875,6141274.0,2478.15966796875,806185.25,897.8782348632812,7949069.549768519,1001611.25,1000.8053588867188
89,5430863.0,2330.442,505087.03,710.6989,6562833.272528228,626773.25,791.6971,6003215.0,2450.146240234375,782757.5,884.7357788085938,7766403.390046297,980428.5625,990.1660766601562
90,5408808.0,2325.7048,502620.44,708.9608,6529029.69971257,617488.2,785.81213,6472479.5,2544.1064453125,844922.6875,919.1968994140625,8299987.579282408,982586.3125,991.2548217773438
91,5417673.5,2327.598,506136.22,711.4333,6543739.6822867105,619883.8,787.33124,6171122.0,2484.174072265625,874607.875,935.2047119140625,8069129.492766203,1023400.8125,1011.6328735351562
92,5463736.5,2337.477,500934.3,707.7667,6583451.843472698,618713.5,786.58624,6594036.0,2567.885986328125,798283.9375,893.46728515625,8406480.222222222,1014159.0625,1007.0548095703125
93,5384526.0,2320.3848,501374.7,708.071,6504853.058341264,619289.5,786.9551,6160962.5,2482.12841796875,804037.625,896.6813354492188,7972964.649594908,1007964.5,1003.974365234375
94,5432139.5,2330.7026,500860.28,707.72186,6553028.085283829,619970.75,787.3898,6143224.5,2478.552734375,829449.4375,910.7413330078125,7954459.853587963,981784.4375,990.8504028320312
95,5445257.5,2333.504,501059.25,707.85114,6566909.556302888,620609.4,787.7939,6197642.0,2489.505859375,830551.4375,911.3458862304688,8049392.195023148,1021200.4375,1010.5447387695312
96,5421194.5,2328.3555,502220.22,708.6809,6537093.032125312,613614.56,783.3434,6202858.5,2490.55419921875,836484.75,914.5953369140625,8050814.014467592,1011468.9375,1005.7182006835938
