epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.7986732,0.8167720368152948,0.9201198220252991,0.19957864049243676
1,0.91491205,0.20067358268830493,0.9395906329154968,0.17131016695108478
2,0.9211134,0.18346766416410015,0.9485771059989929,0.16950098303875724
3,0.93914044,0.1426576936506283,0.9146280288696289,0.2332286525556236
4,0.9361119,0.18446356377247125,0.9191213250160217,0.24981875966807962
5,0.9410153,0.1605241736168816,0.9246130585670471,0.2357950375508169
6,0.9600519,0.09833766471724587,0.9340988397598267,0.246984114863164
7,0.96899337,0.0756985420042975,0.9385921359062195,0.26357550564055787
8,0.95341796,0.15403232216834484,0.9470793604850769,0.2236069922831248
9,0.9648111,0.09605723938157656,0.9226160645484924,0.2924259125634512
10,0.9701471,0.08855359651540713,0.9375936388969421,0.3151138689907922
11,0.9795212,0.060572189730190476,0.9226160645484924,0.4475120474560838
12,0.9754831,0.0877452527902113,0.9515726566314697,0.2478918293090265
13,0.9855783,0.03878413565980149,0.9450823664665222,0.24767064652403556
14,0.9862994,0.04066583774048565,0.9360958337783813,0.2998729684368567
