epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.7474762,1.9079753723858344,0.8821767568588257,0.3766151950529558
1,0.86371505,0.3523572538233917,0.8901647329330444,0.3664731047656973
2,0.8857802,0.2994535062166604,0.9091362953186035,0.30816150906379974
3,0.9032305,0.25491063629030186,0.8916624784469604,0.3256431599363826
4,0.9131814,0.22512195295865645,0.9041438102722168,0.3514615602445376
5,0.90568215,0.24812711839343066,0.8706939816474915,0.3578416064448554
6,0.9110182,0.23256700213451637,0.902646005153656,0.30784122017223836
7,0.9206807,0.25657726281446375,0.9006490111351013,0.5156636836078842
8,0.8958754,0.3418612569905785,0.883175253868103,0.44777066436146595
9,0.90481687,0.25077514666317174,0.8856714963912964,0.5170703693592936
10,0.9296222,0.18673157933879164,0.8716924786567688,0.5022419412194691
11,0.92803574,0.17167089399963592,0.8841737508773804,0.5392615257795385
12,0.9446207,0.13434427306550292,0.8691961765289307,0.5794177936350288
13,0.948803,0.12201518959327909,0.8796804547309875,0.6235107891661156
14,0.91419095,0.337062557819153,0.8776834607124329,0.4519211329888
