epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.82304585,0.6749980203164803,0.9036445617675781,0.283956071520917
1,0.9166426,0.20089077702389005,0.9076385498046875,0.28243460919975016
2,0.9131814,0.19594330344277155,0.9101347923278809,0.30385140439202163
3,0.9172195,0.2047802469797082,0.9276086091995239,0.25878557601030655
4,0.9291895,0.16746497560128085,0.9121317863464355,0.2801631507669298
5,0.93192965,0.15841218588037245,0.8861707448959351,0.2924819248598521
6,0.9402942,0.1485547889131469,0.9226160645484924,0.23602788621889012
7,0.9317854,0.17774431229084686,0.9226160645484924,0.2942001249008858
8,0.93466973,0.15330450397179837,0.9221168160438538,0.23880027728993572
9,0.94563025,0.13170294477388086,0.9101347923278809,0.37173405721827857
10,0.9499567,0.1152604979448886,0.9141287803649902,0.3341766876607997
11,0.9366888,0.17686330524166036,0.9226160645484924,0.3075325121378359
12,0.94274586,0.14955508213179716,0.9151273369789124,0.29142657295938057
13,0.95413905,0.09746495822139938,0.9086370468139648,0.34309941322827636
14,0.95976347,0.09261843805903268,0.9071393013000488,0.5227594191729645
