epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.82117105,0.5784315083800182,0.9086370468139648,0.24562984528285053
1,0.9126046,0.22375705487486744,0.9211183190345764,0.25165001094653733
2,0.9229882,0.1832768930278596,0.9316025972366333,0.20660720740133898
3,0.9255841,0.17375806929881543,0.9420868754386902,0.20104103556313865
4,0.9231324,0.18609744340894818,0.9146280288696289,0.308246960558106
5,0.92947793,0.17386857390442428,0.898152768611908,0.3144286285816281
6,0.9317854,0.167946034601323,0.8821767568588257,0.38848420756108193
7,0.9309201,0.1734270314154929,0.8876684904098511,0.5158885110985052
8,0.92933375,0.17541080035907514,0.9151273369789124,0.3185675748834827
9,0.94087106,0.15205830746075932,0.902646005153656,0.382288266682739
10,0.9436112,0.1359763301388912,0.9141287803649902,0.3648866760591577
11,0.9463513,0.11968156120186241,0.9006490111351013,0.2972817827098411
12,0.9437554,0.17294293556728796,0.9056415557861328,0.33605040298108835
13,0.9479377,0.12370762499739672,0.9191213250160217,0.2768160688177579
14,0.9551485,0.11161985406654779,0.9116325378417969,0.3787487299628235
