epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.77891546,1.7885719356918184,0.8866699934005737,0.3280581744742048
1,0.8828959,0.299186897945741,0.8706939816474915,0.36738046072702435
2,0.9019325,0.24528934080438447,0.8891662359237671,0.6010514089225778
3,0.8888088,0.29527193837390014,0.9206190705299377,0.2672077301369247
4,0.8924142,0.2871823457929563,0.8726909756660461,0.3469102272014792
5,0.8918373,0.2928051394922162,0.8482276797294617,0.4585422835183989
6,0.9166426,0.19963363755224656,0.8876684904098511,0.3477063484446211
7,0.9218344,0.1735508649346462,0.8991512656211853,0.42312786556419285
8,0.91750795,0.19492879095168977,0.917124330997467,0.35735803862543
9,0.930199,0.15475436339795778,0.9071393013000488,0.2960063140830678
10,0.93640035,0.14472372334999553,0.9241138100624084,0.2709547976119556
11,0.92904526,0.17785256747656025,0.9316025972366333,0.27525259933039253
12,0.93452555,0.14956707520695697,0.9106340408325195,0.3362511681574287
13,0.94346696,0.13158841511513475,0.8761857151985168,0.3396901206829577
14,0.93466973,0.1636007513699423,0.8976535201072693,0.34996789790878796
